Ano,Presunto_Responsable,Latitud,Longitud,Total_de_Victimas_del_Caso
2005,DESCONOCIDO,1.681576627,-76.975279793,1
2005,DESCONOCIDO,1.542139582,-77.218726925,1
2005,DESCONOCIDO,1.542139582,-77.218726925,1
2012,GUERRILLA,1.288105409,-77.456700683,1
2012,GUERRILLA,1.286137,-77.469571,1
2007,DESCONOCIDO,1.430555262,-77.691795591,1
2002,GUERRILLA,1.430555262,-77.691795591,1
2007,GUERRILLA,1.430555262,-77.691795591,1
2009,GUERRILLA,1.430555262,-77.691795591,1
2010,GUERRILLA,1.430555262,-77.691795591,1
2011,GUERRILLA,1.430555262,-77.691795591,1
2012,GUERRILLA,1.430555262,-77.691795591,2
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2016,GUERRILLA,1.430555262,-77.691795591,1
1997,GUERRILLA,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2002,DESCONOCIDO,1.430555262,-77.691795591,1
2005,DESCONOCIDO,1.430555262,-77.691795591,1
2000,GUERRILLA,1.3353518786,-77.5944571324,7
2006,GUERRILLA,1.897581156,-78.3811163,1
2007,GUERRILLA,1.897581156,-78.3811163,1
2009,GUERRILLA,1.897581156,-78.3811163,1
2009,GUERRILLA,1.897581156,-78.3811163,1
2011,GUERRILLA,1.897581156,-78.3811163,1
2005,DESCONOCIDO,1.897581156,-78.3811163,1
2014,GUERRILLA,1.897581156,-78.3811163,1
2012,GUERRILLA,1.897581156,-78.3811163,1
2005,DESCONOCIDO,1.897581156,-78.3811163,1
2005,DESCONOCIDO,1.897581156,-78.3811163,1
2005,DESCONOCIDO,1.897581156,-78.3811163,1
2005,DESCONOCIDO,1.897581156,-78.3811163,1
2005,DESCONOCIDO,1.897581156,-78.3811163,1
2009,GUERRILLA,1.147671848,-78.05811118,1
2009,GUERRILLA,1.147671848,-78.05811118,1
2012,GUERRILLA,1.147671848,-78.05811118,1
2005,GUERRILLA,1.147671848,-78.05811118,4
2005,DESCONOCIDO,1.147671848,-78.05811118,1
2002,GUERRILLA,1.147671848,-78.05811118,1
2009,GUERRILLA,1.147671848,-78.05811118,1
2012,GUERRILLA,1.147671848,-78.05811118,1
2005,DESCONOCIDO,1.147671848,-78.05811118,1
2005,DESCONOCIDO,1.147671848,-78.05811118,1
2005,DESCONOCIDO,1.147671848,-78.05811118,1
2005,DESCONOCIDO,1.147671848,-78.05811118,1
2005,DESCONOCIDO,1.147671848,-78.05811118,1
2006,GRUPO ARMADO NO IDENTIFICADO,0.916769831,-77.633369537,1
2005,DESCONOCIDO,0.916769831,-77.633369537,1
2000,GUERRILLA,0.854351651,-77.350325234,1
2001,GUERRILLA,0.854351651,-77.350325234,1
2005,GRUPO POSDESMOVILIZACIÓN,1.735354202,-77.48134359,1
2004,GUERRILLA,1.735354202,-77.48134359,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.735354202,-77.48134359,1
2004,GUERRILLA,1.735354202,-77.48134359,1
2004,GUERRILLA,1.735354202,-77.48134359,1
2004,GUERRILLA,1.735354202,-77.48134359,1
2005,GUERRILLA,1.735354202,-77.48134359,1
2006,GUERRILLA,1.735354202,-77.48134359,1
2007,GRUPO POSDESMOVILIZACIÓN,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2014,GUERRILLA,1.735354202,-77.48134359,1
2006,GUERRILLA,1.735354202,-77.48134359,1
2006,GUERRILLA,1.735354202,-77.48134359,1
2014,GUERRILLA,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2005,DESCONOCIDO,1.735354202,-77.48134359,1
2007,GUERRILLA,2.088531925,-78.591930987,1
2012,GUERRILLA,2.088531925,-78.591930987,1
2005,DESCONOCIDO,2.088531925,-78.591930987,1
2005,DESCONOCIDO,2.088531925,-78.591930987,1
2004,GUERRILLA,2.287856547,-78.31219024,1
2004,GUERRILLA,2.287856547,-78.31219024,1
2006,GUERRILLA,2.287856547,-78.31219024,1
2007,GUERRILLA,2.287856547,-78.31219024,1
2007,GUERRILLA,2.287856547,-78.31219024,1
2009,GUERRILLA,2.287856547,-78.31219024,1
2011,GUERRILLA,2.287856547,-78.31219024,1
2011,GUERRILLA,2.287856547,-78.31219024,1
2005,DESCONOCIDO,2.287856547,-78.31219024,1
2005,DESCONOCIDO,2.287856547,-78.31219024,1
2005,DESCONOCIDO,2.287856547,-78.31219024,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2003,GRUPO PARAMILITAR,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2013,GUERRILLA,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
2005,DESCONOCIDO,1.286775273,-77.352203665,1
1999,GUERRILLA,1.286775273,-77.352203665,1
2005,DESCONOCIDO,2.442493698,-78.438827004,1
2005,DESCONOCIDO,1.155947016,-77.846646464,1
2005,DESCONOCIDO,1.155947016,-77.846646464,1
1991,GUERRILLA,1.155947016,-77.846646464,1
2006,GUERRILLA,1.906858429,-78.044736438,1
2010,GUERRILLA,1.906858429,-78.044736438,1
2011,GUERRILLA,1.906858429,-78.044736438,1
2011,GUERRILLA,1.906858429,-78.044736438,1
2012,GUERRILLA,1.906858429,-78.044736438,1
2012,GRUPO ARMADO NO IDENTIFICADO,1.906858429,-78.044736438,1
2012,GUERRILLA,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2013,GUERRILLA,1.906858429,-78.044736438,1
2012,GUERRILLA,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,DESCONOCIDO,1.906858429,-78.044736438,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.672601269,-77.710544487,1
2000,GUERRILLA,1.395173084,-77.520937738,1
2003,GUERRILLA,1.395173084,-77.520937738,1
2000,GUERRILLA,1.395173084,-77.520937738,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.900862361,-77.31220073,1
2003,GUERRILLA,1.900862361,-77.31220073,1
2005,DESCONOCIDO,1.900862361,-77.31220073,1
2005,DESCONOCIDO,1.900862361,-77.31220073,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.56027333,-78.235066941,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.56027333,-78.235066941,1
2005,GUERRILLA,2.56027333,-78.235066941,1
2005,DESCONOCIDO,2.56027333,-78.235066941,1
2005,GUERRILLA,1.541847847,-77.61781608,1
2008,GUERRILLA,1.541847847,-77.61781608,1
2005,DESCONOCIDO,1.541847847,-77.61781608,1
2005,DESCONOCIDO,1.541847847,-77.61781608,1
2002,GRUPO ARMADO NO IDENTIFICADO,1.584175998,-76.923352621,1
2005,DESCONOCIDO,1.584175998,-76.923352621,1
2005,DESCONOCIDO,1.584175998,-76.923352621,1
2005,DESCONOCIDO,1.584175998,-76.923352621,1
2005,DESCONOCIDO,1.584175998,-76.923352621,1
2005,DESCONOCIDO,1.584175998,-76.923352621,1
2000,GUERRILLA,1.584175998,-76.923352621,1
2005,GRUPO ARMADO NO IDENTIFICADO,0.497708465,-77.240476252,1
2003,GUERRILLA,0.497708465,-77.240476252,1
2006,GRUPO ARMADO NO IDENTIFICADO,0.497708465,-77.240476252,1
2005,DESCONOCIDO,0.497708465,-77.240476252,1
2005,DESCONOCIDO,0.497708465,-77.240476252,1
2005,DESCONOCIDO,0.497708465,-77.240476252,1
2005,DESCONOCIDO,0.497708465,-77.240476252,1
2005,DESCONOCIDO,0.497708465,-77.240476252,1
2005,DESCONOCIDO,0.497708465,-77.240476252,1
2005,DESCONOCIDO,0.497708465,-77.240476252,1
2005,GRUPO ARMADO NO IDENTIFICADO,0.975037904,-77.737589414,1
2005,DESCONOCIDO,0.975037904,-77.737589414,1
2001,DESCONOCIDO,1.43026376,-77.383115973,1
2005,DESCONOCIDO,1.43026376,-77.383115973,1
2001,GUERRILLA,1.409430207,-76.985269588,1
2001,GRUPO ARMADO NO IDENTIFICADO,1.409430207,-76.985269588,1
2003,GUERRILLA,1.409430207,-76.985269588,1
2000,GUERRILLA,1.409430207,-76.985269588,1
2006,GUERRILLA,1.409430207,-76.985269588,1
2005,DESCONOCIDO,1.409430207,-76.985269588,1
2005,DESCONOCIDO,1.409430207,-76.985269588,1
1999,GRUPO ARMADO NO IDENTIFICADO,1.887689437,-77.483195889,1
2000,GUERRILLA,1.887689437,-77.483195889,1
2012,GUERRILLA,1.887689437,-77.483195889,1
2005,DESCONOCIDO,1.887689437,-77.483195889,1
2005,DESCONOCIDO,1.887689437,-77.483195889,1
2005,DESCONOCIDO,1.887689437,-77.483195889,1
2005,DESCONOCIDO,1.887689437,-77.483195889,1
2001,DESCONOCIDO,1.887689437,-77.483195889,1
2000,GRUPO PARAMILITAR,1.7252488319,-77.3712684421,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.216382295,-77.995332339,1
2003,GUERRILLA,2.216382295,-77.995332339,1
2004,GUERRILLA,2.216382295,-77.995332339,1
2005,GUERRILLA,2.216382295,-77.995332339,1
2005,GUERRILLA,2.216382295,-77.995332339,2
2006,GUERRILLA,2.216382295,-77.995332339,1
2007,GUERRILLA,2.216382295,-77.995332339,1
2007,GUERRILLA,2.216382295,-77.995332339,1
2009,GUERRILLA,2.216382295,-77.995332339,2
2009,GUERRILLA,2.216382295,-77.995332339,1
2010,GUERRILLA,2.216382295,-77.995332339,1
2010,GUERRILLA,2.216382295,-77.995332339,1
2010,GUERRILLA,2.216382295,-77.995332339,1
2010,GUERRILLA,2.216382295,-77.995332339,2
2012,GUERRILLA,2.216382295,-77.995332339,1
2010,GUERRILLA,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2012,GUERRILLA,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,2.216382295,-77.995332339,1
2005,DESCONOCIDO,1.386497844,-77.26969022,1
2003,GUERRILLA,1.72559011,-77.592816372,1
2004,GUERRILLA,1.72559011,-77.592816372,1
2005,GUERRILLA,1.72559011,-77.592816372,1
2005,GUERRILLA,1.72559011,-77.592816372,1
2005,GUERRILLA,1.72559011,-77.592816372,1
2005,GUERRILLA,1.72559011,-77.592816372,1
2005,DESCONOCIDO,1.72559011,-77.592816372,1
2005,DESCONOCIDO,1.72559011,-77.592816372,1
2013,GUERRILLA,1.72559011,-77.592816372,1
2005,DESCONOCIDO,1.72559011,-77.592816372,1
2005,DESCONOCIDO,1.72559011,-77.592816372,1
2005,DESCONOCIDO,1.72559011,-77.592816372,1
2004,GUERRILLA,0.944223274,-77.959584455,1
2005,DESCONOCIDO,0.944223274,-77.959584455,1
2005,DESCONOCIDO,0.944223274,-77.959584455,1
2005,DESCONOCIDO,1.315215636,-77.116366395,1
2005,DESCONOCIDO,1.315215636,-77.116366395,1
2005,DESCONOCIDO,1.593645287,-77.019993659,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.44563774,-78.156210724,1
2007,DESCONOCIDO,1.44563774,-78.156210724,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.44563774,-78.156210724,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.44563774,-78.156210724,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.44563774,-78.156210724,1
2002,GRUPO ARMADO NO IDENTIFICADO,1.44563774,-78.156210724,1
2002,GUERRILLA,1.44563774,-78.156210724,1
2002,GUERRILLA,1.44563774,-78.156210724,1
2003,GRUPO PARAMILITAR,1.44563774,-78.156210724,1
2003,GUERRILLA,1.44563774,-78.156210724,1
2003,GRUPO PARAMILITAR,1.44563774,-78.156210724,2
2005,GUERRILLA,1.44563774,-78.156210724,1
2005,GUERRILLA,1.44563774,-78.156210724,1
2006,GRUPO ARMADO NO IDENTIFICADO,1.44563774,-78.156210724,1
2006,GUERRILLA,1.44563774,-78.156210724,1
2006,GUERRILLA,1.44563774,-78.156210724,2
2006,GUERRILLA,1.44563774,-78.156210724,1
2006,GUERRILLA,1.44563774,-78.156210724,1
2006,GUERRILLA,1.44563774,-78.156210724,1
2007,GUERRILLA,1.44563774,-78.156210724,1
2007,GUERRILLA,1.44563774,-78.156210724,1
2007,GUERRILLA,1.44563774,-78.156210724,2
2008,GUERRILLA,1.44563774,-78.156210724,1
2008,GRUPO POSDESMOVILIZACIÓN,1.44563774,-78.156210724,1
2009,GUERRILLA,1.44563774,-78.156210724,1
2009,GUERRILLA,1.44563774,-78.156210724,1
2009,GUERRILLA,1.44563774,-78.156210724,1
2009,GUERRILLA,1.44563774,-78.156210724,1
2009,GUERRILLA,1.44563774,-78.156210724,2
2009,GUERRILLA,1.44563774,-78.156210724,1
2010,GUERRILLA,1.44563774,-78.156210724,2
2010,GUERRILLA,1.44563774,-78.156210724,1
2010,GRUPO POSDESMOVILIZACIÓN,1.44563774,-78.156210724,1
2010,GUERRILLA,1.44563774,-78.156210724,1
2010,GUERRILLA,1.44563774,-78.156210724,1
2011,GUERRILLA,1.44563774,-78.156210724,1
2011,GUERRILLA,1.44563774,-78.156210724,1
2011,GRUPO POSDESMOVILIZACIÓN,1.44563774,-78.156210724,1
2011,GUERRILLA,1.44563774,-78.156210724,1
2011,GUERRILLA,1.44563774,-78.156210724,1
2012,GUERRILLA,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2011,GRUPO POSDESMOVILIZACIÓN,1.44563774,-78.156210724,1
2014,GRUPO POSDESMOVILIZACIÓN,1.44563774,-78.156210724,1
2015,GRUPO ARMADO NO IDENTIFICADO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,GUERRILLA,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2003,GRUPO PARAMILITAR,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2001,GRUPO PARAMILITAR,1.44563774,-78.156210724,1
2004,GRUPO PARAMILITAR,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2004,GRUPO PARAMILITAR,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2004,GRUPO PARAMILITAR,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2010,GUERRILLA,1.44563774,-78.156210724,1
2012,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2005,DESCONOCIDO,1.44563774,-78.156210724,1
2003,GUERRILLA,1.245254077,-77.53115777,1
2005,DESCONOCIDO,0.913431916,-77.695387307,1
2011,GUERRILLA,1.469854084,-77.068809472,1
2005,DESCONOCIDO,1.469854084,-77.068809472,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.083605497,-77.206100743,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.083605497,-77.206100743,1
2005,GRUPO ARMADO NO IDENTIFICADO,1.083605497,-77.206100743,1
2005,GUERRILLA,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2006,GUERRILLA,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2004,GRUPO PARAMILITAR,1.083605497,-77.206100743,1
2004,GRUPO PARAMILITAR,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
2005,DESCONOCIDO,1.083605497,-77.206100743,1
1993,GUERRILLA,2.811616698,-73.666522336,16
2001,GUERRILLA,2.811616698,-73.666522336,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2005,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2005,GUERRILLA,2.811616698,-73.666522336,1
1994,GUERRILLA,2.811616698,-73.666522336,1
2000,GUERRILLA,2.811616698,-73.666522336,1
2000,GUERRILLA,2.811616698,-73.666522336,1
2000,GUERRILLA,2.811616698,-73.666522336,2
2001,GUERRILLA,2.811616698,-73.666522336,1
2002,GUERRILLA,2.811616698,-73.666522336,1
2002,GRUPO PARAMILITAR,2.811616698,-73.666522336,1
2002,GUERRILLA,2.811616698,-73.666522336,1
2002,GUERRILLA,2.811616698,-73.666522336,1
2002,GUERRILLA,2.811616698,-73.666522336,1
2003,GUERRILLA,2.811616698,-73.666522336,1
2003,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2004,GRUPO ARMADO NO IDENTIFICADO,2.811616698,-73.666522336,1
2004,GRUPO PARAMILITAR,2.811616698,-73.666522336,1
2005,GUERRILLA,2.811616698,-73.666522336,2
